customer_unique_id,frequency,recency,amount_spent,review_score
3c884190b71bbb36aab161465ff1d2c7,2,242,93.5,4.0
3cbe4dacbf014deb61bf6a4b2b7e24ab,2,560,26.0,5.0
3cbfa8093b3ae36fc7a01c0a263e0389,4,316,119.9,1.0
3cc9db37d3df6c5b00e68a8f28d76f71,2,527,41.86,5.0
3ccc59a10bd8a1eb4613a41f34aeef5b,2,411,59.9,5.0
3cd4207d6ce944798257ac5953640a40,2,205,139.99,4.0
3cd65413e3925b64705aa03477254ef7,2,302,81.25,3.0
3cd86c600cc096464ad1f49a47dcf59c,2,347,29.0,5.0
3ce1c87f5a41df6487cde6bb63eda741,2,441,144.9,5.0
3cf33c394bf39b538eacf3d4ce394b74,2,466,215.97,4.0
3d0069224545e8fb3b67f447e5a3d43e,2,604,95.75999999999999,3.0
3d1a4de14cf22cdd33d99140e82f1587,2,230,104.0,4.0
3d47f4368ccc8e1bb4c4a12dbda7111b,2,380,379.98,1.0
3d4cd13fd525234c1c4a2304fbe769e0,3,308,169.8,5.0
3d4ed585a581257fba784ab1a94190b8,2,362,44.8,5.0
3d4f12dece1264e5d6321f1b7f003336,2,53,41.72,5.0
3d50a44231c2a153219cef76ee3e445d,2,237,179.46,3.25
3d5ff67987bbd3820ca1cf5e7a468131,2,385,59.9,1.0
3d71bc3ae0c9f857ffe17636e0d59aab,2,495,65.98,5.0
3d740e7cbf7e5b18027f204bd01b0be4,3,431,85.69999999999999,3.0
3d75cbf8643a1c15723adb850fb5f928,2,227,103.49000000000001,4.0
3d88eb9dbdae62a25db397df10cec4ec,2,72,150.0,2.0
3d914d0c5f629821a7239567f8dcd139,2,292,54.599999999999994,5.0
3d93772915efa454a89bf52047b0b285,2,103,185.89000000000001,4.75
3d987951980db0e743ed51b4aa0afdc6,2,162,145.8,5.0
3da7d5591566b89e7d6c21818a914742,2,289,17.99,1.0
3daa1c97a3155484f70c88b19c90dfb5,2,90,695.0,5.0
3daecf8142fdd6c03cf4825284d1bb5f,2,327,49.0,4.0
3db6e5afa8e8178a29afc729855315e2,3,326,659.8,1.0
3dda04e84e15bfab1e5cca523130d064,2,157,24.9,5.0
3de0c9303f39b7ccfe69ca11aee19cc6,3,175,674.89,3.6666666666666665
3df4912077693dc7933267da9542825c,2,248,211.94,3.0
3e12382588e1c02606852b6ce91c9583,2,371,82.8,5.0
3e27ee3f48cb9cabeabd93885de3fd09,2,90,80.9,1.0
3e332338454c5752a0ff8cb3858fabfb,2,85,147.69,5.0
3e3d56f9737c010ccb5b67c601a18b53,2,78,166.89000000000001,5.0
3e43e6105506432c953e165fb2acf44c,13,231,897.15,2.642857142857143
3e47025034c5a31cff56168ac0519f1f,2,182,59.97,4.0
3e4ef963d1c04ababbd4cf03c4d034a6,2,120,45.9,5.0
3e5306add1209e5ba184092dd1587282,3,279,160.79,5.0
3e5a237352ac4b53e1281b9b62efcbcc,2,475,384.9,5.0
3e5dd5efb71f831fffee3735c9e41e87,4,246,142.8,5.0
3e6658866cc636c1762c080ed56f44e6,2,211,185.9,3.0
3e7bb77746c1489704b3e041860dfb6d,2,114,108.9,5.0
3ea35d016eb96bbfede151b359b8da8e,2,348,256.3,1.0
3ea4185126195c34ed9949d8e406d570,3,90,755.9,5.0
3ea746ba5ce82f2fba077e4ce378c5f7,2,202,217.99,1.0
3ead32e6288fee05cdd24c9999238a4a,2,330,29.99,4.0
3eb2432c10c27f0444e15779fb248c88,2,160,110.32,5.0
3eb7932f075743f0e50b0d9966707e6f,2,359,0.0,4.0
3ebd2e5f948dbd9d5165184b5ca781b2,2,77,47.64,
3ebe24c46c29017d591b88616ba7b059,2,370,162.8,1.0
3ec1be9f245928e43aa7bc87fa547ea4,2,275,491.0,3.0
3ec83b54e0afb70def9480cd6b9097f7,2,232,149.94,4.0
3edcab192482e9871c17b34cf98c3996,2,74,235.60000000000002,4.5
3ef33af26f37a0104f7e0e942c5188ac,2,498,96.9,1.0
3ef7989405f00bb74c7d463b0357abfd,2,279,34.0,5.0
3ef89bb0612ae0ceb434b6cf8335e35f,3,231,53.33,1.0
3f00548d480f59bdac5e1ad8a68dcfe1,2,275,203.9,5.0
3f00e82898c6f4746ce5c78d9e29c7ce,2,446,114.99,1.0
3f01021289a4c54f1c984262f4ba625b,2,389,99.98,4.5
3f1ae9854823f7c0a8027bd994b2ce64,2,197,69.9,5.0
3f36fa15a16c4850992aa0f33561906e,2,503,120.97,5.0
3f39d2ea588a0e5899aaa6b6418d3d05,2,70,57.99,4.0
3f43659f3039db937e17c9b26a3ce7b0,2,390,226.99,1.0
3f44ba2fc2774a80d155478d9337e353,2,229,138.99,4.0
3f5534bf8c9378ee05b7dd684cb20e8a,2,344,56.99,4.5
3f591bdca999989260411d00a0bcd57e,2,55,50.019999999999996,5.0
3f6ac9a49767899814866524054ba779,2,558,163.25,4.0
3f7df0cc6ed016660b9408f9e3fe16df,2,461,148.9,5.0
3fa4c52daf1171b5f51edd48a525881d,3,422,251.69,4.0
3fc38da1985b9e820504f0ad51abc8d1,2,284,31.89,2.5
3fdc39171d444e1a1cd4da98ac2e4adb,2,188,379.65,1.0
3fdd5f758dedbccffc537354946aa3b6,2,568,316.9,5.0
3fe3e628c6c7a15ae96416826a4c5952,2,60,368.99,5.0
3ff01063b5e9ac29b967bac52fa3fd33,2,355,17.9,5.0
3ff874206f1d7d1e3ffe12bc9c88c27c,2,78,88.9,4.0
400c8e8063481d1eae8f277f5c0de85b,4,77,41.6,1.0
4011b7579e894fa929d2de97b4928f41,2,223,389.0,2.5
4022d9bb079c8bd731329585eed79bac,2,365,539.8,4.0
4041baa51d9eae8f5955ccd4f02bb044,2,86,127.15,4.5
4046cc9e4828038b58ee191e1f713466,2,128,120.97999999999999,5.0
404f3056215c60c4cc05356eb63ae53a,3,332,115.0,5.0
40663febf13039cfd595a421b083e91b,2,488,49.5,5.0
4067ba7df47a2bcb753ae5f7530fc7cc,2,505,149.8,1.0
40682a6bda55c041ac28f77b0818868a,2,85,25.99,5.0
406aefddac1b54a36022ef32ffe6ed5f,2,135,105.4,4.0
40730ca1af9742bd0bdbcef270ff4c76,2,323,149.1,5.0
407a6773db6e845737d04a6e27e653b4,2,395,206.0,5.0
408aee96c75632a92e5079eee61da399,2,117,384.99,5.0
408b1dc1bf28c3245e5eca9097e14b9f,2,237,83.58,2.5
4092bf290aa60e4f2d4a0dcc2f38c954,2,114,339.89,3.0
409379e6e577c89589dade402e6c2522,3,229,271.8,3.0
409fffcdaf4d0eb689458f1df6b2c240,2,272,370.87,1.0
40aa675201863fe2a78cc40c3ab74609,2,426,23.99,3.0
40acd47f4b76c72308a885e4357983a4,2,288,134.9,5.0
40aff2666e4f64f660c941072c6e2521,2,251,29.0,1.0
40bb6e4754ff5f9199f857e146af0cb5,3,212,47.6,1.0
40da859b36bc1c8a0ca2e4c478efbbf8,2,292,29.99,5.0
40e3c65c63fb2f9399614d7c25b7b4ee,2,63,348.9,1.0
40f4b191d404a10a6039af0b26dd62c7,2,633,105.89,4.0
41092bc6917d5a5eef6fa4053e08319d,2,604,89.5,4.0
410a0462acba9ae869f84450fae8a4ea,2,141,255.25,5.0
4112a2a9ff69e332bdbb22d35467e986,2,294,110.98,1.0
41140f3b59638c033faaef72b6d4ae2d,2,452,124.0,5.0
411caacf6fb79b0dd095fe3a7beaa0db,2,286,139.99,3.0
4127cb95c20254485869d698037a3dfd,4,494,55.9,4.0
4133b4c6a467916af84d6c15cd5aabe5,2,230,13.99,4.0
41348c09a551501117e31f8a4149950c,2,308,255.8,3.5
413c048b3543f926f2e486c53de5123f,2,248,219.8,1.0
415ac25ae6868ab36d6a9407ac982fd2,2,64,368.9,5.0
415b073d153528fa1ed35a42e39945da,2,109,35.6,1.0
417021b1b4553c55daa22f17dbf37cdc,2,200,139.8,5.0
418104937eb08a32d45ed65eb6ff56bf,2,371,351.81,
4186b96df8197e7b4982a751c1dde3b6,2,61,19.69,4.0
418ee6e3b8f19158d67d5039f19783b9,4,519,26.0,5.0
4191bcfd448dc07138d2951ea4d10008,2,344,145.8,4.5
419fa4c55bcc7754a965e67a57fb3f7d,2,209,24.97,1.0
41a3b256cc497dc952a815b848345cbc,6,263,240.38,1.0
41b3ab6b1f95cbd2afb361e852a56917,2,399,25.0,1.5
41b4af321ed477242aebe74652fd8219,3,127,55.9,5.0
41d57ab847e5ccbe403f46b07ee577d6,2,50,131.9,5.0
42179b7841b5d9d16061945876a789f8,2,199,61.99,4.0
4220ae19dee604e8c1dddccd4e535502,2,158,36.18,5.0
4222f488432f87a3cf7a836582378acc,2,587,26.8,5.0
42398dee8f2098eec5579129cc1a6f5e,2,322,271.0,4.5
423d40b193638955a782839886648464,2,70,917.9,5.0
424240fab0548ed808dcde95ea7e1661,2,542,94.9,5.0
4248e960750d7d7ad284720cb5475dfe,2,336,204.9,2.0
425634deb94b1080fc7d283f3a644941,2,369,93.97999999999999,3.0
426a9c4b189f4342ea12e7cc9d48a883,2,195,34.72,1.0
4279dc495a38ef8fb0ea0a9201c6ee30,2,402,64.65,5.0
4279e2fb7de9c27f439fdb82e4f1281f,2,234,142.8,3.0
4281abcc0b76d02e8589776ce62ac0f2,2,260,211.0,
428cd6d84d62e171bfd2cf805d163aa0,2,200,51.97,1.0
4291db0da71914754618cd789aebcd56,2,77,550.5699999999999,4.333333333333333
429de3d8004cbe46652a0e069fc545e3,2,265,44.98,4.5
42b32904ab9e62af69cd55fe2a4d1c04,2,194,61.89,3.0
42befda568ea0df110b6cec63c233bea,3,208,210.9,5.0
4307ca57b237ef2790e2a99ebcf3c7db,3,253,246.79000000000002,1.0
431009e9bc3dbfd4d5076bf068706013,2,77,149.0,2.0
43103ed378c67d1df45d3028173f68f7,2,311,96.95,1.0
431af5c5638973ed6e431618f318a0a2,2,267,637.9,1.0
43255e3df6cda368809baa2fc72872c8,2,249,92.80000000000001,3.5
4329ca9025968ae028dd7eb9106750fa,3,72,339.65,1.0
432aa6200ee9673be90863a912dc91dc,3,218,60.900000000000006,5.0
4331ee3ae40a08428b13a6f0e5320f17,2,177,93.6,5.0
434825743a3426c100c479f571816a81,3,456,50.8,3.6666666666666665
435ee7de914c7ad91f1c0945b8443dd6,3,435,106.89,1.0
43714f2590bcb9f935ae68073d6c34f1,2,267,149.0,1.0
4377c22228de511d013c6a7560d58a2d,2,319,105.0,4.5
438550f7e363d2b192e324b2d43661ae,2,172,315.9,1.0
4389eb65520ce3c15fac57954850566a,2,307,169.9,4.0
439624e26bc73309799fd718773bdb8a,2,317,118.88999999999999,2.0
43a1d7fce4fffa3adb9d81586f5f3ecd,2,161,241.89000000000001,1.0
43ad4b4a1ab6a9b12fad99d114c100f7,2,81,363.56,2.0
43b1c17ee4ef2824f6f81af9bbb0a0ac,2,354,133.4,5.0
43bbe1b52258f430e2b8f4a31f4cbf25,2,225,308.9,5.0
43bbfd3cde007be301013b9425014b35,2,534,55.8,5.0
43c73f9043398f0dd2163fc5f825e61a,2,342,209.89000000000001,5.0
43cd51a4b02275e616fd1679e62ae281,2,509,127.48,4.0
43cf4a43292dc5137517632a0683d645,3,55,110.32,1.0
43da534e5e6c052df9993df486f342b6,3,156,61.839999999999996,1.0
43dce1c46f91f3cd233905d0a8b19153,3,225,175.84,5.0
43f94ca19cdd8f90882d20383806d388,2,492,29.0,4.0
43f9d5ace80c6d3c5c09544bc2fa8484,2,309,84.0,2.0
442cac7506ac5860d70980d13d2b9f98,4,364,104.8,5.0
4440347c82849cd13be225a1cafba6ba,2,222,75.8,1.0
444afd392665f1cc1f3b65ec48063735,2,238,143.8,5.0
444e3c9eb1699da5f78e83a464a3cbae,2,318,87.0,1.0
4465247cee69b5df88b6544b70219cf8,2,131,123.80000000000001,5.0
44714c3d8e5b4a5ff2564f338dd5a5f6,2,160,88.9,1.0
4473c7b8da89833fc08fcd3443faea81,2,245,16.9,5.0
448efcf5726e932fa4b8e5e11898aa49,2,243,349.8,4.0
449f3747769bdc5e6bdf1a49c26fc8c1,2,512,166.8,5.0
44a22a3351d7f1bb3d337d1be11b41fb,2,304,101.98,5.0
44a4a7cc2c0e9890778117619bdc7a96,2,432,189.89,1.0
44adda057b51a700d1e287783b02516e,2,156,633.99,4.5
44b49176f1aca9533b67f3eedab0b2de,2,113,139.89,4.0
44b6bbfea26596437062a38c8e6bcec1,2,511,107.89,5.0
44bd7571a7dad968306f7776bd5a5745,3,239,170.5,4.0
44cb010211fb5e1d79771361d884027a,2,524,58.980000000000004,5.0
44dbd08cc06662e0ca8ac504aac75f18,3,177,409.70000000000005,2.0
44e64b7162915525578f601e73e72b16,3,176,35.5,4.333333333333333
44eadd61f5969a169e595dc9b9dd4d3b,2,582,109.9,1.0
44ed2c2de63bfe22f6596547584d7372,2,396,94.0,5.0
453c2895f29b6d9a47f8cb48e00b024b,2,180,136.25,5.0
4546caea018ad8c692964e3382debd19,3,457,9.0,1.0
455021c1d511b64eab0b98e017b258d0,3,343,257.4,5.0
455b49402053f170c64a3ae7fced73d4,2,242,188.9,4.5
455c17b35969ca198c17f2fc9e8eba1b,3,221,423.0,2.6
456f6d64ecda1b968375d3a68eabfb5c,2,99,928.99,5.0
4577881f7a6c10d8eb6bd7f7a82ffa86,2,90,836.9,5.0
4577c104c9ecdacc7e07bb60a6053d7e,2,510,15.5,5.0
45898cc33d7c8394f2f0b42b57d43160,2,501,71.82,1.0
459759c02362af7a218dd2fe035b3c07,6,427,497.9,2.5
45a529e4af8f502a189094332e8ed24e,6,639,19.9,3.0
45ca2b8a047054e858fa92a2a09bdd59,2,156,69.0,4.0
45ca4053806ecd0f595c633184e0ff61,2,181,848.0,2.5
45cea7f7dfd0a9a136105fa700191232,3,322,29.9,5.0
45cfc55a4d5073c50be858369454fc0e,2,179,302.9,3.0
45df9d71b80f651fcfd26763eebd027a,3,320,169.8,1.6666666666666667
45fd1f20d58a364a552cfecccfa78935,2,326,372.84000000000003,2.0
46014217dceae9154e4f85ae292bc9d0,2,90,91.99,5.0
4644f1b187e390a08b4c66fb16c91364,2,215,75.0,3.0
46450c74a0d8c5ca9395da1daac6c120,3,60,3109.99,1.0
4654e5ef29b043f05bbd28af25225a50,2,182,110.32,1.0
4658b26bcea972ed0b86a5f8c61718be,2,129,425.89,1.6666666666666667
4666e7be827bb14bf746a56f740e62c5,2,514,121.97999999999999,5.0
467c18b5d41f0e6b1e0a55540537b45e,2,294,59.9,5.0
4681829483318507ed55682649de6571,3,260,329.8,4.5
468594b34a196118b704963bacd30529,2,413,169.9,5.0
46958f708ade6b6a88b2e5aca1e66de5,5,413,35.9,5.0
46a1106aac449c9e3d8f973402113cde,2,271,64.89,3.0
46a84f706aa22bdb63379610a77af307,2,518,18.9,5.0
46ad2eaee2eff1f20b8632d4929177ea,2,441,205.98000000000002,5.0
46b061196b47dfe9318d38bab6a40ee7,2,277,179.89000000000001,4.5
46b518c0803dd3f27a69b941c70a4e1c,2,401,137.88,3.0
46b52cfe48b6e0ad44df00fa06ee853f,3,129,426.49,5.0
46bb69f1b7665b472b77bdeee838fbd0,2,349,749.8,4.0
46c1baa293bee229fa7c3205135a357f,2,412,107.89,5.0
46d42c60487c64480765a312ee6172c8,3,141,196.99,4.0
46d6e25b169e30130baf6f26fdb94377,2,421,678.9,5.0
46da36c3df7118852b770394d1ba2be5,2,74,94.8,4.5
46df035936a01945ecb6227ee2f55215,2,285,197.79000000000002,2.0
46ed126bcf1df6e195dbc63d7c320983,2,57,229.8,5.0
46f1052e5dd26aa23ff9004b8edb293e,3,469,192.19,1.0
46f15c2526277c2f9cfa6b239dfb11b3,2,518,84.97999999999999,5.0
4702945c3b363dd3a5d1cbe913cc95d2,3,371,60.699999999999996,1.0
4702ba5faa8283e0f6b6a545cdaf8a9f,2,71,219.0,5.0
4711348768db55c57a67aba080ead566,2,131,1368.99,5.0
471b4157081884bf416a0cf4fd40f1c8,2,324,105.6,1.0
473089b23876b579b3ca154c3d4a0309,2,257,21.9,4.0
473d9165586cfc6708841d07adf6c020,5,154,549.14,4.4
474295909df1264244566c956385a2e7,3,586,98.80000000000001,5.0
4746c99fe8b7985f53cb6885c456defd,2,85,110.32,5.0
47489788e48f45b876c1969741483c8f,2,183,277.0,5.0
47544c4d42f988172faedb4b05231671,2,136,129.7,5.0
4754e3b66497719a91b36268ed9c5718,2,313,822.25,5.0
4755e6cf97a25760ab159e0457c84a29,3,118,161.70000000000002,5.0
4757b4d81eaab4d270e585126410dc5c,2,533,34.9,4.0
475cab480951109dec3ad6f770167fa5,2,443,149.29,3.5
475d4eb16efe698064c2966acd62584c,2,210,117.63,5.0
477f7f182e8da105ba6713c0d5a24f15,2,602,239.86,3.0
478098554da8910383d47ec3788a9905,2,215,21.99,1.0
47819e2fe2feece1eaa798f2c2398221,2,635,713.6,3.0
479085be6190cd4a8e610b4fcce5f29c,4,453,157.4,5.0
47a71b49f98984efd3c62cb213f977e8,2,346,59.9,3.5
47a891a1662c1f27cd66c574ad2f4c95,2,219,35.97,3.0
47bf59d74df990d3aaec20b76a2c9964,2,85,277.9,3.0
47c1495b76427bc1588f7a9d75d7d1de,2,277,124.34,1.0
47c1a3033b8b77b3ab6e109eb4d5fdf3,8,266,836.6,4.875
47c89a36acb8a73127ec91d0542289b5,2,165,84.9,4.666666666666667
47e73a2fd380ec487a3b25fa01104859,2,81,150.0,4.0
47f9bd96358d16da13b186867574642a,2,355,728.0,
481060b29de0e9b3d7f4b2991cfb0767,2,151,276.99,5.0
481d9ef7f22b196a3112b031c1b972d1,2,202,197.25,5.0
4820f42c8203dcad5d2c17cf363048b0,2,285,288.9,3.0
4827d6a02f010b9505e4af04c7fac522,2,116,75.8,5.0
4837d18df7cb3d4baf1a3959d0244554,2,70,104.0,3.0
483b26e1bf0f4797e5512d8849d90835,2,415,279.98,3.0
4841fb7019fb80d18d2991156eca6e47,2,113,163.9,5.0
484ebf9e88a9ea286cba257eca428310,2,325,109.8,1.0
485b849ef839f0f401da8bfdc7ac2781,2,275,98.03999999999999,5.0
48625b68a29dcfc3aba4b5147e0625aa,2,254,328.9,4.0
4871682afc3f9da583f0131dfddc60ed,2,271,29.9,3.0
48775310ac3b10afcf7db5e3849b8d49,2,178,163.49,5.0
487b72af97cd4e1dcdfae25627f3ea8a,2,313,339.9,3.0
487e9e85b88b68f2fb0a84d0296936f6,2,133,99.0,5.0
489231f4d3b991f96fdc41285e6af4f9,2,272,20.98,1.0
4897a3c64a635a703a71dd2d9189bffa,2,383,386.81,5.0
48a0c088d51523d887f640eb1b7e6011,2,446,46.99,5.0
48b6916b505792a199f8fe6d844053f3,2,65,110.32,5.0
48c1b34a2d23e13b8967caa478d9c428,2,586,89.9,1.0
48dba87aaffe7709daf57e38ec5d375f,2,161,65.9,5.0
48e9301956fcfe86dd5dd7acac05863d,2,114,59.9,1.0
48fd7dec70f2b104a1d5e8c5c639102b,2,410,106.82000000000001,5.0
491ff9a75657c235ae85cfd9611e7f7e,2,264,247.02,3.0
49223558dc36c20e8577f85e82c23a55,2,58,809.4,5.0
4923b8ab746ce20a1fd5e6cb567a948b,2,61,160.0,5.0
49257d143ec6384f53a6648062252966,3,213,144.9,5.0
4934acb6cb4376bcd391ce359a915564,2,204,24.0,5.0
493d4fabbc73c10039e8aabc0a74df3e,2,58,146.89,5.0
494e887fef923d79982b3c0e1ab49cdd,2,80,445.19,3.6666666666666665
494f8a40e4cc505c7f0f224ec6b370ea,2,406,39.99,4.0
495fe7ae31686381c8145b2936e761dc,2,72,249.99,4.111111111111111
4962136f755981b83b03f476e66eea7d,2,340,68.3,4.25
4985c6f86aaf1460d9b6fdc74465a5a5,2,76,110.32,3.5
499fc778b427bbd8e1d35fc64d2e6036,2,352,88.8,5.0
49afeec74ee36fc6e5582ccd16111a14,3,334,362.9,5.0
49b702edd43e581908cdd191e75c35da,2,196,52.98,3.0
49bf911a5666e781425b4fe91495454d,2,317,255.0,3.0
49c6b1ee895e59043bcd5e2135f08355,2,145,158.9,5.0
49cee01774f85ef576192e1038cf9cc6,2,407,59.0,4.0
49d1599dd80dedc213037342bbe43fd7,2,304,56.790000000000006,5.0
49d602890c664bcee124fa70e94d9fb1,2,307,28.25,1.0
49e32d4f13ac76d97d32f1a6e2b37df4,3,134,176.17,1.0
49e3d7c10489b29211f25665184b9935,2,58,261.59000000000003,5.0
49e6749fd8bf4a9218457eb19a92e200,2,316,418.89,5.0
49e7b8b9e0340eda3efe286a8c35e77a,2,391,68.0,5.0
49eb3e27a6fc361609658d710948cef7,2,158,150.9,4.5
49edba1328b35f23bd65375cf625b546,2,348,202.0,1.0
49ee40e459b6d9b1c391cb091ce263bd,2,247,19.9,3.0
4a055e75b893bfa3d72f550bc325cf76,2,242,192.9,1.0
4a17a49c025e9cfe067bca2ca537387c,2,119,79.0,1.0
4a2ef0b951aa7bdda04470d961d5e755,4,373,111.37,3.0
4a3545dbfdf7bc14e6cee312a234b133,2,72,379.75,5.0
4a42c348c9898dca1caf7bf599abe02c,2,262,155.0,5.0
4a433c62dfda8104d295307e855c82a7,2,216,238.43,5.0
4a6ccb379c9e5062ad3ce2324222fbf3,2,203,13.65,4.5
4a875173bfb6a79bc80ade998b70132e,2,253,84.9,3.0
4aa1ebcfbf59d20f68d324b24450ccbc,2,57,110.32,3.0
4aaa58570595843d3c6670516aaa3745,2,254,190.83,5.0
4ab8840b300130bf197ec96896e89dde,2,527,31.4,4.0
4ad4d9be004941fb8e0ffd31ddbf1f3c,2,93,75.9,5.0
4b101954db3feefb548a8ff578bb986b,2,149,98.9,1.0
4b10b6d55dae649f09c66c0e3b6969a8,2,310,249.8,1.0
4b1141303289a23d05776bd25076c2fd,2,278,89.99,2.0
4b137731b76d7bc1cb5c79d9c8cf2377,2,593,123.80000000000001,5.0
4b1e2d13e6af86b47fb61c7a762c8a7c,2,422,25.0,5.0
4b318eb7137fa528187f45aa9f73d30a,2,326,349.79999999999995,1.0
4b384b778ebc0449d0244902bfce7beb,2,332,137.3,4.0
4b3c510f9ea64334c6b7ead20dd23248,3,416,201.8,2.0
4b5261a871201b26c11fca20ba437740,2,87,168.9,5.0
4b54dce0c254a2c434f4d404076f53c1,2,57,37.8,5.0
4b72c220414716bd4464a30fac305adc,2,198,146.9,1.0
4b758691b67ec259ad016bfe2525f23d,2,101,174.92000000000002,1.0
4b7f26d90bb264ade7e4281db1b739f1,2,92,22.700000000000003,1.0
4b8b7bf8d90bd492c7a61ec3ce264a0a,2,213,177.64999999999998,5.0
4b96250d39a7ee5420aed8dd0c0946ea,2,300,60.9,1.0
4b979b432abe14a88cd0cde893952677,2,377,59.9,5.0
4b9c1e46a59a75a9af94bc7e355b97a0,2,175,124.80000000000001,3.0
4ba7b2cf08a22010a5be67659b27615d,2,140,75.89,1.0
4badd97df3e4ad6d64508b5c25d4dca9,2,185,297.9,5.0
4bbaf6f7a10a7e26a8777aa5cb6d5864,4,214,303.69,4.428571428571429
4bbba2a307995c25e9d635cc1a9700d0,4,324,304.9,5.0
4be6b69e888b296631d72107b2409276,2,350,379.8,5.0
4be8154b42b4593fae17f1b2cb375615,2,259,12.9,2.3333333333333335
4bf3d072dcf303280e82dc697b516c6f,2,307,96.49000000000001,5.0
4bfb7fb57cb03eb4a5f98eb374e0e228,2,322,189.8,1.0
4c0bac678bfb8ff0becd5b393b45a884,5,285,598.69,3.4
4c112bdeac93a04155c340b65b35c232,2,498,16.9,5.0
4c116f8ddec984371284ab7bc860001a,2,449,19.99,3.0
4c21c589db03eb65cbc452fc470850cf,2,453,599.8,1.0
4c30e4dd03cd345d33e315a19c828265,2,336,148.0,2.0
4c353c56435ffa61897f3f012efd4aae,2,71,84.0,1.0
4c3d123168c78dcca6cde5a7274430a5,2,492,12.5,2.5
4c45ebf94ecf4107850d91bc326851c3,2,407,459.0,1.0
4c4b5dc90eb4e33188153ca3e7999f92,2,192,1159.98,3.5
4c5200f7d135c94fcd304cdd0af9837a,3,168,189.9,5.0
4c5ae17e8984ca0916543b159eac0f2c,3,422,340.0,2.3333333333333335
4c93744516667ad3b8f1fb645a3116a4,2,367,506.52,5.0
4c962d666bca4ac3351d79473581a633,2,155,110.0,3.0
4c9f7850ecd8952525191c444fe9079a,2,203,49.0,5.0
4caac8767772d0298e73536889ad919f,2,174,249.8,3.0
4cba4382020c8e217faee72173ecb0fc,5,249,24.9,3.2
4cd05fe0191aed72cf80d81a729d2078,2,423,94.80000000000001,5.0
4ce423721c74231c174d0bb22367645a,2,130,227.9,5.0
4ced1b9f8668a9792e5484da6d97b229,2,364,15.6,5.0
4cfa5155cf7cff8eb15e0b12041d058e,2,74,189.89000000000001,5.0
4d0dc4c53bbab36af36b0b6eba868d42,2,193,47.9,4.0
4d191bb8e1eea602e77b4ab62cf4daac,3,211,66.9,5.0
4d1fe8b6f5e9ee044a14467c8b2832b6,2,252,174.79000000000002,4.0
4d28234ccc945685ca892f6184032215,2,161,67.55,5.0
4d2a058cead19bc1e7b3580be5893b2b,2,267,148.9,4.0
4d46468a975352fcca7ab6e1d828fea8,2,84,29.9,1.0
4d4d77da958055b9aeb8ff34280130f2,2,184,186.0,5.0
4d5cbb095f36a674f6f4a852959ad11d,2,194,59.9,3.5
4d6bd0eb9e942d7ecd71731ebc321e23,2,80,279.9,3.0
4d7b6c39aa3c7b53acb8058e4094a593,2,52,149.9,1.6666666666666667
4d8017262c39ed921546de8130ddec3b,3,503,528.71,5.0
4d8077bc94e164ed529a1c85124e4063,2,503,28.9,1.0
4d94c2d7b8413b9e9c9936249fe9a17d,2,136,318.99,5.0
4d98a16aebfef3772cc4d547bcae8761,2,333,112.0,5.0
4d99682572b7b5932340a0bce676c18c,2,131,10.21,1.0
4d99f702a7e13503bcba23438b7e7888,2,342,189.0,2.0
4d9e104764077f7dfae917c7cc803212,2,85,93.97999999999999,4.5
4da2fe792c5be69aaca606917f088756,2,413,34.2,5.0
4db005ae588356c526a21122bb436852,2,106,82.49,3.0
4dcabe94c61f202327839a734955b0cf,4,223,252.8,4.0
4dd4862366d29145386ec1c6ce5852f4,2,327,99.9,1.0
4deaa9aac5d5939feb62de62e7d24b50,2,142,49.9,2.0
4df3e96de11dfaec386adf64df85e9b8,2,330,218.0,5.0
4df46622377e2ddf009e7adfa43c1dc4,2,270,134.0,5.0
4df9aee56fa602c72756abb22ee60b17,2,310,118.9,4.5
4e1554d1a2dcb38dcf22770eb7390fe1,2,50,422.01,1.0
4e15fee963523774998876e3624952f4,3,60,238.99,4.0
4e1cce07cd5937c69dacac3c8b13d965,4,79,1216.6,4.25
4e2134b6f89e4a041641a30e801bfbe5,2,322,99.99,5.0
4e23e1826902ec9f208e8cc61329b494,2,217,157.9,5.0
4e2d666f4bbc94a8ded712172a433d65,3,182,120.88999999999999,5.0
4e32c2752aeaa8d8b99da2b145a1c826,2,229,164.25,1.0
4e39429218dac10ad4e57dafee3d92d4,2,326,159.89,5.0
4e3b6c25502ef69e5c5e54616bf67ed7,3,587,26.0,5.0
4e4b787733d41ea0cb9b69a192bb285e,2,319,189.9,4.5
4e5aba2c9b150920c8c7b5b4ee0c197d,2,83,225.59,5.0
4e65032f1f574189fb793bac5a867bbc,5,125,397.59000000000003,5.0
4e6588068c000d6f539cf24c66a96816,2,240,929.9,5.0
4e6b130c18a39ccc9a5a3cb062344ad7,3,106,50.0,5.0
4e78d9253ba5cc1d990eb09ea45a3a2c,2,573,49.7,3.0
4e7d90791af7ac2024f8b978fa4fc095,2,239,47.879999999999995,4.0
4e7da8460a307b63a7a4d98750f3a95a,2,134,49.9,5.0
4e807d3a4553f2ba95698b27217b5352,2,180,129.12,5.0
4e88baedfadd384da318d6230d8ae553,2,308,74.8,1.0
4e8a8a7ae3d820b060718c815d2ebcdb,2,350,180.0,3.0
